"男名","男メイ"
"求造","もとぞう"
"元喬","もとたか"
"元孝","もとたか"
"元尊","もとたか"
"元峻","もとたか"
"元崇","もとたか"
"元嵩","もとたか"
"元敬","もとたか"
"元貴","もとたか"
"元隆","もとたか"
"元高","もとたか"
"元健","もとたけ"
"元剛","もとたけ"
"元威","もとたけ"
"元孟","もとたけ"
"元岳","もとたけ"
"元武","もとたけ"
"元猛","もとたけ"
"元赳","もとたけ"
"元雄","もとたけ"
"元但","もとただ"
"元只","もとただ"
"元唯","もとただ"
"元忠","もとただ"
"元正","もとただ"
"基但","もとただ"
"基只","もとただ"
"基唯","もとただ"
"基忠","もとただ"
"基正","もとただ"
"元健","もとたつ"
"元建","もとたつ"
"元立","もとたつ"
"元竜","もとたつ"
"元辰","もとたつ"
"元達","もとたつ"
"元龍","もとたつ"
"基竜","もとたつ"
"基辰","もとたつ"
"基達","もとたつ"
"元周","もとちか"
"元哉","もとちか"
"元慈","もとちか"
"元睦","もとちか"
"元親","もとちか"
"基周","もとちか"
"基哉","もとちか"
"基慈","もとちか"
"基睦","もとちか"
"基親","もとちか"
"元亜","もとつぐ"
"元嗣","もとつぐ"
"元接","もとつぐ"
"元次","もとつぐ"
"元注","もとつぐ"
"元継","もとつぐ"
"元襲","もとつぐ"
"基次","もとつぐ"
"基継","もとつぐ"
"元常","もとつね"
"元恒","もとつね"
"元矩","もとつね"
"元経","もとつね"
"基常","もとつね"
"基恒","もとつね"
"基矩","もとつね"
"基経","もとつね"
"本常","もとつね"
"本恒","もとつね"
"元光","もとてる"
"元照","もとてる"
"元耀","もとてる"
"元輝","もとてる"
"基光","もとてる"
"基照","もとてる"
"基輝","もとてる"
"本光","もとてる"
"本照","もとてる"
"本輝","もとてる"
"求照","もとてる"
"源輝","もとてる"
"基豊","もととよ"
"元尚","もとなお"
"元猶","もとなお"
"元直","もとなお"
"基尚","もとなお"
"基猶","もとなお"
"基直","もとなお"
"本尚","もとなお"
"本猶","もとなお"
"本直","もとなお"
"求直","もとなお"
"元也","もとなり"
"元就","もとなり"
"元成","もとなり"
"基也","もとなり"
"基成","もとなり"
"本也","もとなり"
"本成","もとなり"
"求也","もとなり"
"求成","もとなり"
"統也","もとなり"
"許也","もとなり"
"許成","もとなり"
"元之進","もとのしん"
"基之進","もとのしん"
"本之進","もとのしん"
"求之進","もとのしん"
"源之進","もとのしん"
"素之進","もとのしん"
"許之進","もとのしん"
"元之丞","もとのじょう"
"基之丞","もとのじょう"
"本之丞","もとのじょう"
"求之丞","もとのじょう"
"源之丞","もとのじょう"
"素之丞","もとのじょう"
"許之丞","もとのじょう"
"元之介","もとのすけ"
"元之助","もとのすけ"
"基之介","もとのすけ"
"基之助","もとのすけ"
"本之介","もとのすけ"
"本之助","もとのすけ"
"求之助","もとのすけ"
"元伸","もとのぶ"
"元信","もとのぶ"
"元宜","もとのぶ"
"元宣","もとのぶ"
"元展","もとのぶ"
"元延","もとのぶ"
"元暢","もとのぶ"
"元述","もとのぶ"
"基伸","もとのぶ"
"基信","もとのぶ"
"元典","もとのり"
"元則","もとのり"
"元憲","もとのり"
"元教","もとのり"
"元法","もとのり"
"元範","もとのり"
"元紀","もとのり"
"元規","もとのり"
"元記","もとのり"
"元載","もとのり"
"元悠","もとはる"
"元映","もとはる"
"元春","もとはる"
"元晴","もとはる"
"元栄","もとはる"
"元治","もとはる"
"元温","もとはる"
"元遙","もとはる"
"元遥","もとはる"
"元陽","もとはる"
"基治","もとはる"
"太治","もとはる"
"心晴","もとはる"
"素春","もとはる"
"誉晴","もとはる"
"元芭","もとば"
"元彦","もとひこ"
"収彦","もとひこ"
"基彦","もとひこ"
"心彦","もとひこ"
"意彦","もとひこ"
"本彦","もとひこ"
"求彦","もとひこ"
"源彦","もとひこ"
"礎彦","もとひこ"
"素彦","もとひこ"
"許彦","もとひこ"
"雅彦","もとひこ"
"元久","もとひさ"
"元寿","もとひさ"
"元尚","もとひさ"
"元弥","もとひさ"
"元恒","もとひさ"
"元悠","もとひさ"
"基久","もとひさ"
"基寿","もとひさ"
"基尚","もとひさ"
"基恒","もとひさ"
"元偉","もとひで"
"元秀","もとひで"
"元英","もとひで"
"基偉","もとひで"
"基秀","もとひで"
"基英","もとひで"
"本偉","もとひで"
"本秀","もとひで"
"本英","もとひで"
"求秀","もとひで"
"元一","もとひと"
"元人","もとひと"
"元仁","もとひと"
"元斉","もとひと"
"元等","もとひと"
"基一","もとひと"
"基人","もとひと"
"基仁","もとひと"
"基斉","もとひと"
"基等","もとひと"
"元平","もとひら"
"元衡","もとひら"
"基平","もとひら"
"基衡","もとひら"
"本平","もとひら"
"本衡","もとひら"
"求平","もとひら"
"求衡","もとひら"
"許平","もとひら"
"許衡","もとひら"
"元博","もとひろ"
"元啓","もとひろ"
"元大","もとひろ"
"元宏","もとひろ"
"元寛","もとひろ"
"元広","もとひろ"
"元弘","もとひろ"
"元洋","もとひろ"
"元浩","もとひろ"
"元裕","もとひろ"
"基博","もとひろ"
"基裕","もとひろ"
"委裕","もとひろ"
"元史","もとふみ"
"元文","もとふみ"
"元書","もとふみ"
"元章","もとふみ"
"基史","もとふみ"
"基文","もとふみ"
"基書","もとふみ"
"基章","もとふみ"
"本史","もとふみ"
"本文","もとふみ"
"元将","もとま"
"元優","もとまさ"
"元勝","もとまさ"
"元大","もとまさ"
"元将","もとまさ"
"元將","もとまさ"
"元政","もとまさ"
"元昌","もとまさ"
"元柾","もとまさ"
"元正","もとまさ"
"元聖","もとまさ"
"元雅","もとまさ"
"幹正","もとまさ"
"元麿","もとまろ"
"基麿","もとまろ"
"元己","もとみ"
"元巳","もとみ"
"元海","もとみ"
"元美","もとみ"
"基己","もとみ"
"基巳","もとみ"
"基海","もとみ"
"基美","もとみ"
"本巳","もとみ"
"本美","もとみ"
"元倫","もとみち"
"元宙","もとみち"
"元往","もとみち"
"元径","もとみち"
"元路","もとみち"
"元軌","もとみち"
"元迪","もとみち"
"元途","もとみち"
"元通","もとみち"
"元道","もとみち"
"基道","もとみち"
"源道","もとみち"
"元三","もとみつ"
"元允","もとみつ"
"元充","もとみつ"
"元光","もとみつ"
"元密","もとみつ"
"元満","もとみつ"
"元貢","もとみつ"
"基充","もとみつ"
"基光","もとみつ"
"基満","もとみつ"
"元厳","もとみね"
"元嚴","もとみね"
"元峯","もとみね"
"元峰","もとみね"
"元峻","もとみね"
"元嶺","もとみね"
"元巌","もとみね"
"元巖","もとみね"
"元棟","もとみね"
"元節","もとみね"
"亘","もとむ"
"亙","もとむ"
"元六","もとむ"
"元務","もとむ"
"元夢","もとむ"
"元武","もとむ"
"元無","もとむ"
"心望","もとむ"
"志","もとむ"
"志夢","もとむ"
"求","もとむ"
"素","もとむ"
"索","もとむ"
"茂吐務","もとむ"
"茂吐夢","もとむ"
"要","もとむ"
"需","もとむ"
"元宗","もとむね"
"元意","もとむね"
"元旨","もとむね"
"元棟","もとむね"
"基宗","もとむね"
"基意","もとむね"
"基旨","もとむね"
"基棟","もとむね"
"本宗","もとむね"
"本旨","もとむね"
"元也","もとや"
"元哉","もとや"
"元弥","もとや"
"元矢","もとや"
"元耶","もとや"
"基也","もとや"
"基哉","もとや"
"基弥","もとや"
"基矢","もとや"
"基耶","もとや"
"元休","もとやす"
"元保","もとやす"
"元億","もとやす"
"元安","もとやす"
"元康","もとやす"
"元恭","もとやす"
"元泰","もとやす"
"元穏","もとやす"
"元裕","もとやす"
"元靖","もとやす"
"元之","もとゆき"
"元侑","もとゆき"
"元幸","もとゆき"
"元往","もとゆき"
"元征","もとゆき"
"元恭","もとゆき"
"元維","もとゆき"
"元行","もとゆき"
"元起","もとゆき"
"元雪","もとゆき"
"始之","もとゆき"
"心幸","もとゆき"
"元佳","もとよし"
"元吉","もとよし"
"元善","もとよし"
"元喜","もとよし"
"元嘉","もとよし"
"元好","もとよし"
"元淑","もとよし"
"元美","もとよし"
"元義","もとよし"
"元良","もとよし"
"基都","もとよし"
"元依","もとより"
"元因","もとより"
"元寄","もとより"
"元従","もとより"
"元拠","もとより"
"元選","もとより"
"元順","もとより"
"元頼","もとより"
"基依","もとより"
"基頼","もとより"
"戻路","もどろ"
"百奈","もな"
"百合","もね"
"萌音","もね"
"萌愛","もま"
"椛","もみじ"
"紅葉","もみじ"
"紋実次","もみじ"
"百","もも"
"李有","ももあ"
"桃一","ももいち"
"桃壱","ももいち"
"桃市","ももいち"
"百右衛門","ももえもん"
"百衛門","ももえもん"
"桃佳","ももか"
"桃加","ももか"
"桃花","ももか"
"桃華","ももか"
"桃香","ももか"
"桃一","ももかず"
"桃希","ももき"
"桃稀","ももき"
"桃綺","ももき"
"桃貴","ももき"
"桃吉","ももきち"
"百吉","ももきち"
"桃次","ももじ"
"百次","ももじ"
"桃仁郎","ももじろう"
"桃次郎","ももじろう"
"百次郎","ももじろう"
"桃介","ももすけ"
"桃輔","ももすけ"
"百亮","ももすけ"
"百介","ももすけ"
"百恭","ももすけ"
"百輔","ももすけ"
"百三","ももぞう"
"百蔵","ももぞう"
"桃太","ももた"
"桃汰","ももた"
"百太","ももた"
"桃太朗","ももたろう"
"桃太郎","ももたろう"
"桃太郞","ももたろう"
"百太朗","ももたろう"
"百太郎","ももたろう"
"百太郞","ももたろう"
"百千","ももち"
"百道","ももち"
"百々登","ももと"
"百成","ももなり"
"桃之介","もものすけ"
"桃之輔","もものすけ"
"百之介","もものすけ"
"百之輔","もものすけ"
"百遥","ももはる"
"桃彦","ももひこ"
"桃秀","ももひで"
"桃英","ももひで"
"桃丸","ももまる"
"桃之","ももゆき"
"桃優貴","ももゆき"
"桃幸","ももゆき"
"桃由綺","ももゆき"
"桃由貴","ももゆき"
"桃結綺","ももゆき"
"桃結貴","ももゆき"
"桃行","ももゆき"
"桃李","ももり"
"桃理","ももり"
"萌太","もゆた"
"燃","もゆる"
"森","もり"
"盛","もり"
"森明","もりあき"
"盛彰","もりあき"
"盛招","もりあき"
"盛昂","もりあき"
"盛明","もりあき"
"盛昭","もりあき"
"盛晶","もりあき"
"盛暁","もりあき"
"盛秋","もりあき"
"盛章","もりあき"
"盛顕","もりあき"
"盛厚","もりあつ"
"盛惇","もりあつ"
"盛敦","もりあつ"
"盛淳","もりあつ"
"盛渥","もりあつ"
"盛温","もりあつ"
"盛濃","もりあつ"
"盛篤","もりあつ"
"盛醇","もりあつ"
"守夫","もりお"
"守生","もりお"
"守男","もりお"
"守雄","もりお"
"杜夫","もりお"
"杜生","もりお"
"杜雄","もりお"
"森夫","もりお"
"森生","もりお"
"森魚","もりお"
"盛夫","もりお"
"盛央","もりお"
"盛生","もりお"
"盛男","もりお"
"盛郎","もりお"
"盛雄","もりお"
"衛夫","もりお"
"衛央","もりお"
"衛男","もりお"
"衛雄","もりお"
"盛奥","もりおき"
"盛奧","もりおき"
"盛居","もりおき"
"盛意","もりおき"
"盛気","もりおき"
"盛氣","もりおき"
"盛沖","もりおき"
"盛翁","もりおき"
"盛興","もりおき"
"盛起","もりおき"
"士臣","もりおみ"
"守臣","もりおみ"
"杜臣","もりおみ"
"森臣","もりおみ"
"盛臣","もりおみ"
"衛臣","もりおみ"
"衞臣","もりおみ"
"衡臣","もりおみ"
"護臣","もりおみ"
"鎮臣","もりおみ"
"士影","もりかげ"
"士景","もりかげ"
"盛影","もりかげ"
"盛景","もりかげ"
"衛影","もりかげ"
"衛景","もりかげ"
"衡影","もりかげ"
"衡景","もりかげ"
"護影","もりかげ"
"護景","もりかげ"
"盛一","もりかず"
"盛収","もりかず"
"盛和","もりかず"
"盛員","もりかず"
"盛数","もりかず"
"盛知","もりかず"
"盛算","もりかず"
"盛計","もりかず"
"盛量","もりかず"
"盛順","もりかず"
"盛克","もりかつ"
"盛勝","もりかつ"
"盛恰","もりかつ"
"盛活","もりかつ"
"盛葛","もりかつ"
"盛褐","もりかつ"
"盛轄","もりかつ"
"衛克","もりかつ"
"衛勝","もりかつ"
"衛活","もりかつ"
"盛兼","もりかね"
"盛謙","もりかね"
"盛金","もりかね"
"盛鉄","もりかね"
"盛鐘","もりかね"
"衛兼","もりかね"
"衛謙","もりかね"
"衛金","もりかね"
"衛鉄","もりかね"
"衛鐘","もりかね"
"森木","もりき"
"盛樹","もりき"
"士公","もりきみ"
"士君","もりきみ"
"盛公","もりきみ"
"盛君","もりきみ"
"衛公","もりきみ"
"衛君","もりきみ"
"衡公","もりきみ"
"衡君","もりきみ"
"護公","もりきみ"
"護君","もりきみ"
"盛浄","もりきよ"
"盛淨","もりきよ"
"盛清","もりきよ"
"盛潔","もりきよ"
"盛精","もりきよ"
"盛聖","もりきよ"
"盛雪","もりきよ"
"衛清","もりきよ"
"衛聖","もりきよ"
"盛国","もりくに"
"盛國","もりくに"
"盛州","もりくに"
"盛訓","もりくに"
"盛邦","もりくに"
"盛郁","もりくに"
"衛国","もりくに"
"衛國","もりくに"
"衛邦","もりくに"
"衛郁","もりくに"
"森佐","もりさ"
"盛完","もりさだ"
"盛定","もりさだ"
"盛眞","もりさだ"
"盛真","もりさだ"
"盛禎","もりさだ"
"盛節","もりさだ"
"盛貞","もりさだ"
"衛定","もりさだ"
"衛禎","もりさだ"
"衛貞","もりさだ"
"盛悟","もりさと"
"盛智","もりさと"
"盛理","もりさと"
"盛聖","もりさと"
"盛覚","もりさと"
"盛邑","もりさと"
"盛郷","もりさと"
"盛里","もりさと"
"衛里","もりさと"
"盛実","もりざね"
"盛實","もりざね"
"盛核","もりざね"
"盛眞","もりざね"
"盛真","もりざね"
"衛実","もりざね"
"衛實","もりざね"
"衛核","もりざね"
"衛眞","もりざね"
"衛真","もりざね"
"盛成","もりしげ"
"盛滋","もりしげ"
"盛繁","もりしげ"
"盛茂","もりしげ"
"盛薫","もりしげ"
"盛重","もりしげ"
"衛滋","もりしげ"
"衛繁","もりしげ"
"衛茂","もりしげ"
"衛重","もりしげ"
"守将","もりしょう"
"盛二","もりじ"
"盛児","もりじ"
"盛慈","もりじ"
"盛次","もりじ"
"盛治","もりじ"
"盛滋","もりじ"
"盛示","もりじ"
"盛路","もりじ"
"衛二","もりじ"
"衛次","もりじ"
"森朱","もりす"
"守将","もりすけ"
"盛亮","もりすけ"
"盛介","もりすけ"
"盛佐","もりすけ"
"盛助","もりすけ"
"盛舗","もりすけ"
"盛資","もりすけ"
"盛輔","もりすけ"
"衛介","もりすけ"
"衛助","もりすけ"
"衛輔","もりすけ"
"盛住","もりすみ"
"盛墨","もりすみ"
"盛済","もりすみ"
"盛澄","もりすみ"
"盛純","もりすみ"
"盛角","もりすみ"
"盛隅","もりすみ"
"衛住","もりすみ"
"衛澄","もりすみ"
"衛純","もりすみ"
"盛住","もりずみ"
"盛墨","もりずみ"
"盛済","もりずみ"
"盛澄","もりずみ"
"盛純","もりずみ"
"盛角","もりずみ"
"盛隅","もりずみ"
"衛住","もりずみ"
"衛澄","もりずみ"
"衛純","もりずみ"
"盛三","もりぞう"
"盛蔵","もりぞう"
"盛造","もりぞう"
"衛三","もりぞう"
"衛蔵","もりぞう"
"衛造","もりぞう"
"衡造","もりぞう"
"護三","もりぞう"
"護蔵","もりぞう"
"護造","もりぞう"
"守高","もりたか"
"盛喬","もりたか"
"盛孝","もりたか"
"盛尊","もりたか"
"盛峻","もりたか"
"盛崇","もりたか"
"盛嵩","もりたか"
"盛敬","もりたか"
"盛貴","もりたか"
"盛隆","もりたか"
"盛高","もりたか"
"盛健","もりたけ"
"盛剛","もりたけ"
"盛威","もりたけ"
"盛孟","もりたけ"
"盛岳","もりたけ"
"盛武","もりたけ"
"盛猛","もりたけ"
"盛赳","もりたけ"
"盛雄","もりたけ"
"盛但","もりただ"
"盛只","もりただ"
"盛唯","もりただ"
"盛忠","もりただ"
"盛正","もりただ"
"衛但","もりただ"
"衛只","もりただ"
"衛唯","もりただ"
"衛忠","もりただ"
"衛正","もりただ"
"盛健","もりたつ"
"盛建","もりたつ"
"盛立","もりたつ"
"盛竜","もりたつ"
"盛辰","もりたつ"
"盛達","もりたつ"
"盛龍","もりたつ"
"衛竜","もりたつ"
"衛辰","もりたつ"
"衛達","もりたつ"
"森太郎","もりたろう"
"盛周","もりちか"
"盛哉","もりちか"
"盛慈","もりちか"
"盛睦","もりちか"
"盛親","もりちか"
"衛周","もりちか"
"衛哉","もりちか"
"衛慈","もりちか"
"衛睦","もりちか"
"衛親","もりちか"
"盛亜","もりつぐ"
"盛嗣","もりつぐ"
"盛接","もりつぐ"
"盛次","もりつぐ"
"盛注","もりつぐ"
"盛継","もりつぐ"
"盛襲","もりつぐ"
"衛次","もりつぐ"
"衛継","もりつぐ"
"守常","もりつね"
"守恒","もりつね"
"森常","もりつね"
"森恒","もりつね"
"盛常","もりつね"
"盛恒","もりつね"
"盛矩","もりつね"
"盛経","もりつね"
"衛常","もりつね"
"衛恒","もりつね"
"衛矩","もりつね"
"衛経","もりつね"
"護常","もりつね"
"護恒","もりつね"
"盛光","もりてる"
"盛照","もりてる"
"盛輝","もりてる"
"衛光","もりてる"
"衛照","もりてる"
"衛輝","もりてる"
"衡照","もりてる"
"護光","もりてる"
"護照","もりてる"
"護輝","もりてる"
"守士","もりと"
"杜一","もりと"
"森斗","もりと"
"森都","もりと"
"盛人","もりと"
"盛刻","もりとき"
"盛常","もりとき"
"盛時","もりとき"
"盛期","もりとき"
"衛刻","もりとき"
"衛常","もりとき"
"衛時","もりとき"
"衛期","もりとき"
"護刻","もりとき"
"護時","もりとき"
"盛俊","もりとし"
"盛利","もりとし"
"盛寿","もりとし"
"盛年","もりとし"
"盛敏","もりとし"
"盛歳","もりとし"
"盛淑","もりとし"
"盛紀","もりとし"
"衛俊","もりとし"
"衛敏","もりとし"
"盛伴","もりとも"
"盛供","もりとも"
"盛侶","もりとも"
"盛共","もりとも"
"盛友","もりとも"
"盛委","もりとも"
"盛智","もりとも"
"盛朋","もりとも"
"盛朝","もりとも"
"盛知","もりとも"
"盛仁","もりとよ"
"盛冨","もりとよ"
"盛富","もりとよ"
"盛晨","もりとよ"
"盛豊","もりとよ"
"衛仁","もりとよ"
"衛冨","もりとよ"
"衛富","もりとよ"
"衛晨","もりとよ"
"衛豊","もりとよ"
"盛寅","もりとら"
"盛寛","もりとら"
"盛彪","もりとら"
"盛玄","もりとら"
"盛虎","もりとら"
"衛寅","もりとら"
"衛寛","もりとら"
"衛彪","もりとら"
"衛玄","もりとら"
"衛虎","もりとら"
"盛尚","もりなお"
"盛猶","もりなお"
"盛直","もりなお"
"衛尚","もりなお"
"衛猶","もりなお"
"衛直","もりなお"
"衡直","もりなお"
"護尚","もりなお"
"護猶","もりなお"
"護直","もりなお"
"士之進","もりのしん"
"守之神","もりのしん"
"守之進","もりのしん"
"盛之進","もりのしん"
"衛之進","もりのしん"
"衞之進","もりのしん"
"衡之進","もりのしん"
"護之進","もりのしん"
"士之丞","もりのじょう"
"守之丞","もりのじょう"
"森之丞","もりのじょう"
"盛之丞","もりのじょう"
"衛之丞","もりのじょう"
"衞之丞","もりのじょう"
"衡之丞","もりのじょう"
"護之丞","もりのじょう"
"盛之介","もりのすけ"
"盛之助","もりのすけ"
"衛之介","もりのすけ"
"衛之助","もりのすけ"
"衡之助","もりのすけ"
"護之介","もりのすけ"
"護之助","もりのすけ"
"守将","もりのぶ"
"盛伸","もりのぶ"
"盛信","もりのぶ"
"盛宜","もりのぶ"
"盛宣","もりのぶ"
"盛展","もりのぶ"
"盛延","もりのぶ"
"盛暢","もりのぶ"
"盛述","もりのぶ"
"衛伸","もりのぶ"
"衛信","もりのぶ"
"森春","もりはる"
"盛悠","もりはる"
"盛映","もりはる"
"盛春","もりはる"
"盛晴","もりはる"
"盛栄","もりはる"
"盛治","もりはる"
"盛温","もりはる"
"盛遙","もりはる"
"盛遥","もりはる"
"盛陽","もりはる"
"士彦","もりひこ"
"守彦","もりひこ"
"杜彦","もりひこ"
"森彦","もりひこ"
"盛彦","もりひこ"
"衛彦","もりひこ"
"衞彦","もりひこ"
"衡彦","もりひこ"
"護彦","もりひこ"
"鎮彦","もりひこ"
"森久","もりひさ"
"盛久","もりひさ"
"盛寿","もりひさ"
"盛尚","もりひさ"
"盛弥","もりひさ"
"盛恒","もりひさ"
"盛悠","もりひさ"
"衛久","もりひさ"
"衛寿","もりひさ"
"衛尚","もりひさ"
"衛恒","もりひさ"
"盛偉","もりひで"
"盛秀","もりひで"
"盛英","もりひで"
"衛偉","もりひで"
"衛秀","もりひで"
"衛英","もりひで"
"衡秀","もりひで"
"護偉","もりひで"
"護秀","もりひで"
"護英","もりひで"
"盛一","もりひと"
"盛人","もりひと"
"盛仁","もりひと"
"盛斉","もりひと"
"盛等","もりひと"
"衛一","もりひと"
"衛人","もりひと"
"衛仁","もりひと"
"衛斉","もりひと"
"衛等","もりひと"
"士平","もりひら"
"士衡","もりひら"
"守平","もりひら"
"盛平","もりひら"
"盛衡","もりひら"
"衛平","もりひら"
"衛衡","もりひら"
"衡平","もりひら"
"護平","もりひら"
"護衡","もりひら"
"司裕","もりひろ"
"森大","もりひろ"
"森宏","もりひろ"
"森広","もりひろ"
"森廣","もりひろ"
"森弘","もりひろ"
"森洋","もりひろ"
"森浩","もりひろ"
"森裕","もりひろ"
"盛博","もりひろ"
"盛啓","もりひろ"
"盛大","もりひろ"
"盛宏","もりひろ"
"盛寛","もりひろ"
"盛広","もりひろ"
"盛弘","もりひろ"
"盛洋","もりひろ"
"盛浩","もりひろ"
"盛裕","もりひろ"
"盛史","もりふみ"
"盛文","もりふみ"
"盛書","もりふみ"
"盛章","もりふみ"
"衛史","もりふみ"
"衛文","もりふみ"
"衛書","もりふみ"
"衛章","もりふみ"
"護史","もりふみ"
"護文","もりふみ"
"守将","もりま"
"守将","もりまさ"
"盛優","もりまさ"
"盛勝","もりまさ"
"盛大","もりまさ"
"盛将","もりまさ"
"盛將","もりまさ"
"盛政","もりまさ"
"盛昌","もりまさ"
"盛柾","もりまさ"
"盛正","もりまさ"
"盛雅","もりまさ"
"杜道","もりみち"
"盛倫","もりみち"
"盛宙","もりみち"
"盛往","もりみち"
"盛径","もりみち"
"盛路","もりみち"
"盛軌","もりみち"
"盛迪","もりみち"
"盛途","もりみち"
"盛通","もりみち"
"盛道","もりみち"
"杜光","もりみつ"
"盛三","もりみつ"
"盛允","もりみつ"
"盛充","もりみつ"
"盛光","もりみつ"
"盛密","もりみつ"
"盛満","もりみつ"
"盛貢","もりみつ"
"衛充","もりみつ"
"衛光","もりみつ"
"衛満","もりみつ"
"盛厳","もりみね"
"盛嚴","もりみね"
"盛峯","もりみね"
"盛峰","もりみね"
"盛峻","もりみね"
"盛嶺","もりみね"
"盛巌","もりみね"
"盛巖","もりみね"
"盛棟","もりみね"
"盛節","もりみね"
"盛宗","もりむね"
"盛意","もりむね"
"盛旨","もりむね"
"盛棟","もりむね"
"衛宗","もりむね"
"衛意","もりむね"
"衛旨","もりむね"
"衛棟","もりむね"
"護宗","もりむね"
"護旨","もりむね"
"盛元","もりもと"
"盛基","もりもと"
"盛本","もりもと"
"盛源","もりもと"
"盛礎","もりもと"
"盛素","もりもと"
"盛許","もりもと"
"衛元","もりもと"
"衛基","もりもと"
"衛本","もりもと"
"守也","もりや"
"守彌","もりや"
"守矢","もりや"
"杜也","もりや"
"主泰","もりやす"
"盛休","もりやす"
"盛保","もりやす"
"盛億","もりやす"
"盛安","もりやす"
"盛康","もりやす"
"盛恭","もりやす"
"盛泰","もりやす"
"盛穏","もりやす"
"盛裕","もりやす"
"盛靖","もりやす"
"森之","もりゆき"
"森幸","もりゆき"
"森行","もりゆき"
"森雪","もりゆき"
"盛之","もりゆき"
"盛侑","もりゆき"
"盛幸","もりゆき"
"盛往","もりゆき"
"盛征","もりゆき"
"盛恭","もりゆき"
"盛維","もりゆき"
"盛行","もりゆき"
"盛起","もりゆき"
"盛雪","もりゆき"
"盛佳","もりよし"
"盛吉","もりよし"
"盛善","もりよし"
"盛喜","もりよし"
"盛嘉","もりよし"
"盛好","もりよし"
"盛淑","もりよし"
"盛美","もりよし"
"盛義","もりよし"
"盛良","もりよし"
"護良","もりよし"
"盛依","もりより"
"盛因","もりより"
"盛寄","もりより"
"盛従","もりより"
"盛拠","もりより"
"盛選","もりより"
"盛順","もりより"
"盛頼","もりより"
"衛依","もりより"
"衛頼","もりより"
"諸勝","もろかつ"
"唐司","もろこし"
"唐土","もろこし"
"師也","もろなり"
"諸也","もろなり"
"諸之海","もろのうみ"
"師基","もろもと"
"諸基","もろもと"
"師也","もろや"
"師哉","もろや"
"師矢","もろや"
"諸也","もろや"
"諸哉","もろや"
"諸矢","もろや"
"紋","もん"
"岸","もんき"
"猿","もんきい"
"問佐瑛門","もんざえもん"
"問佐衞門","もんざえもん"
"問左恵門","もんざえもん"
"問左江門","もんざえもん"
"問左衛問","もんざえもん"
"問左衛門","もんざえもん"
"問左衞門","もんざえもん"
"問座江紋","もんざえもん"
"問座絵問","もんざえもん"
"文佐江門","もんざえもん"
"文冴門","もんざえもん"
"文左衛門","もんざえもん"
"文座江門","もんざえもん"
"文座衛門","もんざえもん"
"紋佐恵門","もんざえもん"
"紋佐瑛門","もんざえもん"
"紋佐衛紋","もんざえもん"
"紋佐衞門","もんざえもん"
"紋冴衛門","もんざえもん"
"紋左恵門","もんざえもん"
"紋左瑛紋","もんざえもん"
"紋左絵門","もんざえもん"
"紋左衛紋","もんざえもん"
"紋左衛門","もんざえもん"
"紋座恵門","もんざえもん"
"紋座江紋","もんざえもん"
"紋座江門","もんざえもん"
"紋座絵門","もんざえもん"
"紋座衛門","もんざえもん"
"門佐惠紋","もんざえもん"
"門佐衛門","もんざえもん"
"門佐衞門","もんざえもん"
"門冴紋","もんざえもん"
"門左恵文","もんざえもん"
"門左恵門","もんざえもん"
"門左江問","もんざえもん"
"門左江門","もんざえもん"
"門左瑛門","もんざえもん"
"門左笑門","もんざえもん"
"門左絵門","もんざえもん"
"門左衛問","もんざえもん"
"門左衛門","もんざえもん"
"門左衞紋","もんざえもん"
"門左衞門","もんざえもん"
"門座惠門","もんざえもん"
"門座江紋","もんざえもん"
"門座絵門","もんざえもん"
"門座衛門","もんざえもん"
"門座衞紋","もんざえもん"
"門座衞門","もんざえもん"
"文三朗","もんざぶろう"
"文三郎","もんざぶろう"
"紋三朗","もんざぶろう"
"紋三郎","もんざぶろう"
"門三朗","もんざぶろう"
"門三郎","もんざぶろう"
"紋士郎","もんしろう"
"紋二","もんじ"
"紋次","もんじ"
"門二","もんじ"
"門児","もんじ"
"門慈","もんじ"
"門次","もんじ"
"門治","もんじ"
"門滋","もんじ"
"門示","もんじ"
"門路","もんじ"
"文殊","もんじゅ"
"紋十郎","もんじゅうろう"
"門二朗","もんじろう"
"門二郎","もんじろう"
"門士朗","もんじろう"
"門士郎","もんじろう"
"門次朗","もんじろう"
"門次郎","もんじろう"
"門治郎","もんじろう"
"文三","もんぞう"
"文蔵","もんぞう"
"文造","もんぞう"
"紋三","もんぞう"
"紋蔵","もんぞう"
"紋造","もんぞう"
"門三","もんぞう"
"門蔵","もんぞう"
"門造","もんぞう"
"文多","もんた"
"文太","もんた"
"紋多","もんた"
"紋太","もんた"
"紋汰","もんた"
"聞多","もんた"
"門多","もんた"
"門太","もんた"
"紋多郎","もんたろう"
"紋太朗","もんたろう"
"紋太郎","もんたろう"
"門多朗","もんたろう"
"門多郎","もんたろう"
"門太朗","もんたろう"
"門太郎","もんたろう"
"門田","もんでん"
"聞人","もんと"
"主水","もんど"
"文人","もんど"
"文仁","もんど"
"紋土","もんど"
"文雄","もんのう"
"門馬","もんま"
"匁丸","もんめまる"
"門郎","もんろう"
"也亜","やあ"
"也壱","やいち"
"弥一","やいち"
"矢一郎","やいちろう"
"刃","やいば"
"夜衣和","やいわ"
"八重樫","やえがし"
"哉右衛門","やえもん"
"哉衛門","やえもん"
